filename,predicted_class,label,class_0_prob,class_1_prob,class_2_prob,var_x,var_y,var_z,linearity,planarity,anisotropy,ex,ey,ez,bbox_maxmin,bbox_midmin,axis_bending,num_boundaries,genus,is_hollow
chair_053_09.obj,0,0,0.9986,0.0014,0.0,0.9597,0.0376,0.0028,0.0403,0.0028,345.6174,558.717,120.1761,54.8844,10.1799,2.1896,0.6809,0.0,0.0,0.0
chair_053_10.obj,0,0,0.9999,0.0001,0.0,0.969,0.0173,0.0137,0.031,0.0137,70.5898,40.052,238.0692,71.341,5.944,1.7812,0.0015,0.0,0.0,0.0
chair_053_11.obj,0,0,0.9986,0.0013,0.0001,0.9527,0.0308,0.0165,0.0473,0.0165,57.69,134.4118,114.7515,244.8605,2.1338,1.1713,0.0357,0.0,0.0,0.0
chair_053_12.obj,0,0,0.9999,0.0001,0.0,0.9771,0.0119,0.011,0.0229,0.011,88.6007,81.2685,215.295,108.7356,2.6492,1.338,0.3247,0.0,0.0,0.0
chair_053_13.obj,0,0,0.9999,0.0001,0.0,0.969,0.0173,0.0137,0.031,0.0137,70.5898,40.052,238.0692,71.341,5.944,1.7812,0.0018,0.0,0.0,0.0
chair_053_14.obj,0,0,0.9986,0.0013,0.0001,0.9527,0.0308,0.0165,0.0473,0.0165,57.69,134.4118,114.7515,244.8605,2.1338,1.1713,0.0355,0.0,0.0,0.0
chair_053_15.obj,0,0,0.9999,0.0001,0.0,0.9771,0.0119,0.011,0.0229,0.011,88.6007,81.2685,215.295,108.7356,2.6492,1.338,0.3843,0.0,0.0,0.0
chair_053_16.obj,1,1,0.0005,0.9989,0.0006,0.4878,0.3981,0.1141,0.5122,0.1141,4.2771,594.948,458.058,616.946,1.3469,1.2988,0.0717,0.0,0.0,0.0
chair_055_01.obj,1,1,0.0651,0.9344,0.0004,0.5981,0.4001,0.0018,0.4019,0.0018,341.088,449.278,581.0179,162.162,3.5829,2.7706,0.0001,0.0,0.0,0.0
chair_055_02.obj,1,1,0.0495,0.95,0.0005,0.5095,0.4882,0.0023,0.4905,0.0023,226.2123,447.942,49.129,445.504,9.1177,9.068,0.0009,0.0,0.0,0.0
chair_055_03.obj,0,0,1.0,0.0,0.0,0.9947,0.0028,0.0025,0.0053,0.0025,401.9557,25.071,431.638,31.507,17.2166,1.2567,0.0,0.0,0.0,0.0
chair_055_04.obj,0,0,1.0,0.0,0.0,0.9947,0.0028,0.0025,0.0053,0.0025,401.1202,25.071,431.638,31.507,17.2166,1.2567,0.0,0.0,0.0,0.0
chair_055_05.obj,0,0,1.0,0.0,0.0,0.9946,0.0029,0.0026,0.0054,0.0026,388.8983,25.071,423.862,77.256,16.9065,3.0815,0.0,0.0,0.0,0.0
chair_055_06.obj,0,0,1.0,0.0,0.0,0.9946,0.0029,0.0026,0.0054,0.0026,388.895,25.071,423.862,77.256,16.9065,3.0815,0.0002,0.0,0.0,0.0
chair_064_01.obj,1,1,0.0141,0.9794,0.0065,0.7515,0.2124,0.0361,0.2485,0.0361,20.8039,524.048,310.835,183.2865,2.8592,1.6959,0.0008,0.0,0.0,0.0
chair_064_02.obj,1,1,0.0191,0.9799,0.0009,0.6448,0.3328,0.0224,0.3552,0.0224,28.731,557.482,127.504,472.531,4.3723,3.706,0.0015,0.0,0.0,0.0
chair_064_03.obj,0,0,1.0,0.0,0.0,0.9361,0.0631,0.0008,0.0639,0.0008,1109.1722,83.248,610.0498,147.3339,7.3281,1.7698,0.2039,0.0,0.0,0.0
chair_064_04.obj,0,0,1.0,0.0,0.0,0.9361,0.0631,0.0008,0.0639,0.0008,1109.1726,83.248,610.0498,147.3339,7.3281,1.7698,0.2039,0.0,0.0,0.0
chair_064_05.obj,0,0,1.0,0.0,0.0,0.9972,0.0014,0.0014,0.0028,0.0014,719.358,50.288,379.5771,26.726,14.2025,1.8816,0.5,0.0,0.0,0.0
chair_064_06.obj,0,0,1.0,0.0,0.0,0.9972,0.0014,0.0014,0.0028,0.0014,719.3585,50.288,379.5771,26.726,14.2025,1.8816,0.5,0.0,0.0,0.0
chair_064_07.obj,0,0,1.0,0.0,0.0,0.9958,0.0039,0.0004,0.0042,0.0004,2660.6665,391.185,30.325,399.378,13.1699,12.8998,0.9466,0.0,0.0,0.0
chair_064_08.obj,0,0,0.9999,0.0001,0.0,0.9958,0.0039,0.0004,0.0042,0.0004,2660.6575,391.185,30.325,399.378,13.1699,12.8998,0.4543,0.0,0.0,0.0
chair_066_01.obj,0,0,0.9982,0.0018,0.0001,0.9786,0.0164,0.005,0.0214,0.005,194.2555,447.504,31.044,73.96,14.4151,2.3824,0.0311,0.0,0.0,0.0
chair_066_02.obj,0,0,1.0,0.0,0.0,0.9933,0.0035,0.0031,0.0067,0.0031,315.8275,71.8,584.189,230.611,8.1363,3.2119,0.4685,0.0,0.0,0.0
chair_066_03.obj,0,0,1.0,0.0,0.0,0.9984,0.0009,0.0007,0.0016,0.0007,1343.5853,49.662,505.732,128.098,10.1835,2.5794,0.0004,0.0,0.0,0.0
chair_066_04.obj,0,0,1.0,0.0,0.0,0.9984,0.0009,0.0007,0.0016,0.0007,1343.5762,48.931,513.384,76.004,10.492,1.5533,0.0004,0.0,0.0,0.0
chair_066_05.obj,0,0,1.0,0.0,0.0,0.9984,0.0009,0.0007,0.0016,0.0007,1343.594,33.841,515.418,56.343,15.2306,1.6649,0.0001,0.0,0.0,0.0
chair_066_06.obj,0,0,1.0,0.0,0.0,0.9983,0.0009,0.0007,0.0017,0.0007,1348.9004,17.018,515.899,50.966,30.3149,2.9948,0.0,0.0,0.0,0.0
chair_066_07.obj,0,0,1.0,0.0,0.0,0.9983,0.0009,0.0007,0.0017,0.0007,1348.9017,17.018,515.899,50.966,30.3149,2.9948,0.0,0.0,0.0,0.0
chair_066_08.obj,0,0,1.0,0.0,0.0,0.9984,0.0009,0.0007,0.0016,0.0007,1343.6033,33.841,515.418,56.343,15.2306,1.6649,0.0001,0.0,0.0,0.0
chair_066_09.obj,0,0,1.0,0.0,0.0,0.9984,0.0009,0.0007,0.0016,0.0007,1343.5945,48.931,513.384,76.004,10.492,1.5533,0.0003,0.0,0.0,0.0
chair_066_10.obj,0,0,1.0,0.0,0.0,0.9984,0.0009,0.0007,0.0016,0.0007,1343.5896,49.661,505.732,128.098,10.1837,2.5794,0.0003,0.0,0.0,0.0
chair_066_11.obj,0,0,1.0,0.0,0.0,0.9933,0.0035,0.0031,0.0067,0.0031,315.8317,71.8,584.189,230.611,8.1363,3.2119,0.4685,0.0,0.0,0.0
chair_066_12.obj,1,1,0.0493,0.95,0.0006,0.5188,0.4785,0.0027,0.4812,0.0027,192.4851,440.0,26.0,430.0,16.9231,16.5385,0.0001,0.0,0.0,0.0
chair_066_13.obj,2,2,0.2601,0.3113,0.4286,0.8196,0.0976,0.0828,0.1804,0.0828,9.895,210.0,230.3616,190.0,1.2124,1.1053,0.011,0.0,0.0,0.0
chair_066_14.obj,0,0,0.9998,0.0002,0.0,0.9861,0.0125,0.0014,0.0139,0.0014,707.5339,264.179,68.359,196.024,3.8646,2.8676,0.4179,0.0,0.0,0.0
chair_066_15.obj,0,0,0.9998,0.0002,0.0,0.9861,0.0125,0.0014,0.0139,0.0014,707.554,264.179,68.359,196.024,3.8646,2.8676,0.4016,0.0,0.0,0.0
chair_066_16.obj,0,0,0.9998,0.0002,0.0,0.9861,0.0125,0.0014,0.0139,0.0014,707.548,109.531,68.359,307.238,4.4945,1.6023,0.2629,0.0,0.0,0.0
chair_066_17.obj,0,0,0.9993,0.0007,0.0,0.986,0.0125,0.0014,0.014,0.0014,695.6157,320.914,68.359,15.873,20.2176,4.3066,0.4528,0.0,0.0,0.0
chair_066_18.obj,0,0,0.9998,0.0002,0.0,0.9861,0.0125,0.0014,0.0139,0.0014,707.5499,109.531,68.359,307.238,4.4945,1.6023,0.263,0.0,0.0,0.0
chair_066_19.obj,2,2,0.0002,0.0058,0.9941,0.3952,0.3952,0.2096,0.6048,0.2096,1.8857,66.401,59.4867,61.023,1.1162,1.0258,0.1187,0.0,0.0,0.0
chair_066_20.obj,2,2,0.0002,0.008,0.9918,0.3952,0.3952,0.2096,0.6048,0.2096,1.8857,66.402,59.4867,61.023,1.1162,1.0258,0.0043,0.0,0.0,0.0
chair_066_21.obj,2,2,0.0003,0.0019,0.9979,0.3952,0.3952,0.2096,0.6048,0.2096,1.8857,50.527,59.4867,66.183,1.3099,1.1773,0.4935,0.0,0.0,0.0
chair_066_22.obj,2,2,0.0002,0.0017,0.998,0.3952,0.3952,0.2096,0.6048,0.2096,1.8857,59.487,59.4867,37.085,1.6041,1.6041,0.4841,0.0,0.0,0.0
chair_066_23.obj,2,2,0.0003,0.0018,0.9979,0.3952,0.3952,0.2096,0.6048,0.2096,1.8857,50.527,59.4867,66.1831,1.3099,1.1773,0.4985,0.0,0.0,0.0
chair_076_01.obj,1,1,0.0033,0.9966,0.0001,0.7835,0.1874,0.0291,0.2165,0.0291,26.9665,1001.418,473.953,323.3781,3.0967,1.4656,0.0427,0.0,0.0,0.0
chair_076_02.obj,1,1,0.0007,0.9993,0.0,0.5776,0.3837,0.0387,0.4224,0.0387,14.92,1002.811,260.379,764.867,3.8514,2.9375,0.0031,0.0,0.0,0.0
chair_076_03.obj,1,1,0.0031,0.9968,0.0001,0.7552,0.2069,0.0379,0.2448,0.0379,19.9267,996.8,571.5052,250.0,3.9872,2.286,0.2118,0.0,0.0,0.0
chair_076_04.obj,1,1,0.0688,0.9312,0.0,0.7593,0.2035,0.0373,0.2407,0.0373,20.3774,250.0,571.5052,1008.0133,4.0321,2.286,0.0013,0.0,0.0,0.0
chair_076_05.obj,1,1,0.0688,0.9312,0.0,0.7593,0.2035,0.0373,0.2407,0.0373,20.3778,250.0,571.5052,1008.0133,4.0321,2.286,0.0013,0.0,0.0,0.0
chair_076_06.obj,1,1,0.0038,0.9962,0.0,0.6638,0.3232,0.013,0.3362,0.013,51.1967,996.8,155.9431,761.947,6.3921,4.8861,0.0218,0.0,0.0,0.0
chair_076_07.obj,2,2,0.0,0.0,1.0,0.4012,0.3017,0.2971,0.5988,0.2971,1.3507,60.0,50.0,60.0,1.2,1.2,0.3031,0.0,0.0,0.0
chair_076_08.obj,2,2,0.0,0.0,1.0,0.4012,0.3017,0.2971,0.5988,0.2971,1.3506,60.0,50.0,60.0,1.2,1.2,0.3031,0.0,0.0,0.0
chair_076_09.obj,2,2,0.0,0.0,1.0,0.4012,0.3017,0.2971,0.5988,0.2971,1.3507,60.0,50.0,60.0,1.2,1.2,0.3031,0.0,0.0,0.0
chair_076_10.obj,2,2,0.0,0.0,1.0,0.4012,0.3017,0.2971,0.5988,0.2971,1.3506,60.0,50.0,59.9996,1.2,1.2,0.3031,0.0,0.0,0.0
chair_085_01.obj,1,1,0.2023,0.7937,0.004,0.6773,0.3126,0.0101,0.3227,0.0101,67.0459,411.672,134.129,284.34,3.0692,2.1199,0.4041,0.0,0.0,0.0
chair_085_02.obj,1,1,0.0802,0.9176,0.0022,0.6245,0.372,0.0035,0.3755,0.0035,178.821,389.9998,44.938,386.102,8.6786,8.5919,0.0015,0.0,0.0,0.0
chair_085_03.obj,0,0,0.6697,0.3296,0.0007,0.6886,0.3076,0.0038,0.3114,0.0038,182.0713,358.5393,406.535,358.6211,1.1339,1.0002,0.3994,0.0,0.0,0.0
chair_085_04.obj,0,0,0.67,0.3294,0.0007,0.6888,0.3074,0.0038,0.3112,0.0038,183.0365,358.621,406.535,358.5393,1.1339,1.0002,0.3993,0.0,0.0,0.0
chair_095_01.obj,0,0,0.9899,0.0101,0.0,0.948,0.047,0.0049,0.052,0.0049,192.023,1728.0,134.7384,456.0,12.8249,3.3843,0.9698,0.0,0.0,0.0
chair_095_02.obj,1,0,0.3534,0.6449,0.0017,0.5298,0.4696,0.0006,0.4702,0.0006,845.7247,105.2136,299.7056,361.3906,3.4348,2.8485,0.0001,0.0,0.0,0.0
chair_095_03.obj,1,0,0.3533,0.6449,0.0017,0.5298,0.4696,0.0006,0.4702,0.0006,845.7236,105.2136,299.7056,361.3906,3.4348,2.8485,0.0001,0.0,0.0,0.0
chair_095_04.obj,0,0,0.9692,0.0308,0.0,0.9994,0.0005,0.0,0.0006,0.0,23425.7129,1163.7649,41.4588,10.2096,113.9874,4.0608,0.1083,0.0,0.0,0.0
chair_138_01.obj,1,1,0.2506,0.7491,0.0003,0.5472,0.4511,0.0017,0.4528,0.0017,320.9113,455.6303,530.594,137.504,3.8588,3.3136,0.4984,0.0,0.0,0.0
chair_138_02.obj,1,1,0.0653,0.9341,0.0006,0.5337,0.4606,0.0056,0.4663,0.0056,95.0139,451.6859,100.551,455.5891,4.5309,4.4921,0.1092,0.0,0.0,0.0
chair_138_03.obj,0,0,1.0,0.0,0.0,0.9845,0.0099,0.0056,0.0155,0.0056,175.7119,29.0,362.637,45.0,12.5047,1.5517,0.0003,0.0,0.0,0.0
chair_138_04.obj,0,0,1.0,0.0,0.0,0.9845,0.0099,0.0056,0.0155,0.0056,177.2106,29.0,362.637,45.0,12.5047,1.5517,0.0002,0.0,0.0,0.0
chair_138_05.obj,0,0,1.0,0.0,0.0,0.983,0.0115,0.0055,0.017,0.0055,179.4863,29.0,362.637,64.0,12.5047,2.2069,0.0002,0.0,0.0,0.0
chair_138_06.obj,0,0,1.0,0.0,0.0,0.9831,0.0113,0.0056,0.0169,0.0056,176.0907,29.0,362.637,64.0,12.5047,2.2069,0.0002,0.0,0.0,0.0
chair_171_01.obj,0,0,0.9988,0.0012,0.0,0.9909,0.008,0.0011,0.0091,0.0011,909.2676,470.1752,25.5,17.296,27.1841,1.4743,0.0019,0.0,0.0,0.0
chair_171_02.obj,0,0,0.9988,0.0012,0.0,0.9909,0.008,0.0011,0.0091,0.0011,909.2676,470.1752,25.5,17.296,27.1841,1.4743,0.0019,0.0,0.0,0.0
chair_171_03.obj,0,0,0.9988,0.0012,0.0,0.9909,0.008,0.0011,0.0091,0.0011,909.2676,470.1752,25.5,17.296,27.1841,1.4743,0.0019,0.0,0.0,0.0
chair_171_04.obj,0,0,1.0,0.0,0.0,0.9952,0.0025,0.0023,0.0048,0.0023,440.5951,32.0179,812.443,39.648,25.3747,1.2383,0.0,0.0,0.0,0.0
chair_171_05.obj,0,0,1.0,0.0,0.0,0.9952,0.0025,0.0023,0.0048,0.0023,440.5958,32.018,812.443,39.648,25.3746,1.2383,0.0,0.0,0.0,0.0
chair_171_06.obj,1,1,0.1152,0.8842,0.0005,0.543,0.4561,0.0009,0.457,0.0009,593.679,479.447,30.0,439.867,15.9816,14.6622,0.4775,0.0,0.0,0.0
chair_171_07.obj,0,0,1.0,0.0,0.0,0.9921,0.0039,0.0039,0.0079,0.0039,252.7149,39.9219,425.0,39.9219,10.6458,1.0,0.0001,0.0,0.0,0.0
chair_171_08.obj,0,0,1.0,0.0,0.0,0.9921,0.0039,0.0039,0.0079,0.0039,252.7142,39.922,425.0,39.9219,10.6458,1.0,0.0001,0.0,0.0,0.0
chair_171_09.obj,0,0,0.9993,0.0007,0.0,0.9844,0.0146,0.001,0.0156,0.001,954.6107,444.0,60.0,20.0,22.2,3.0,0.4988,0.0,0.0,0.0
chair_171_10.obj,0,0,0.9996,0.0004,0.0,0.9819,0.0169,0.0012,0.0181,0.0012,823.9765,20.0,60.0,413.0,20.65,3.0,0.0,0.0,0.0,0.0
chair_171_11.obj,0,0,0.9994,0.0006,0.0,0.9854,0.0136,0.001,0.0146,0.001,1025.7966,460.0,60.0,20.0,23.0,3.0,0.4968,0.0,0.0,0.0
chair_171_12.obj,0,0,0.9996,0.0004,0.0,0.9819,0.0169,0.0012,0.0181,0.0012,823.9782,20.0,60.0,413.0,20.65,3.0,0.0,0.0,0.0,0.0
chair_244_01.obj,1,1,0.138,0.8602,0.0018,0.8015,0.1679,0.0306,0.1985,0.0306,26.1816,673.089,361.263,206.3485,3.2619,1.7507,0.4978,0.0,0.0,0.0
chair_244_02.obj,1,1,0.0114,0.9885,0.0002,0.5639,0.4194,0.0168,0.4361,0.0168,33.6626,678.506,150.875,557.631,4.4971,3.696,0.006,0.0,0.0,0.0
chair_244_03.obj,0,0,0.6406,0.359,0.0004,0.8775,0.1216,0.0008,0.1225,0.0008,1041.2473,659.942,425.038,72.086,9.1549,5.8963,0.3116,0.0,0.0,0.0
chair_244_04.obj,0,0,0.8638,0.1361,0.0001,0.7478,0.2515,0.0007,0.2522,0.0007,1121.3486,27.027,598.0882,632.654,23.4082,22.1293,0.0013,0.0,0.0,0.0
chair_244_05.obj,0,0,0.9993,0.0007,0.0,0.9779,0.017,0.0051,0.0221,0.0051,192.0823,43.083,23.924,266.0468,11.1205,1.8008,0.0005,0.0,0.0,0.0
chair_244_06.obj,0,0,0.7709,0.2289,0.0002,0.6067,0.3928,0.0006,0.3933,0.0006,1071.5657,27.08,598.0879,632.654,23.3624,22.086,0.0177,0.0,0.0,0.0
chair_244_07.obj,0,0,0.9992,0.0007,0.0,0.9771,0.0177,0.0052,0.0229,0.0052,186.3286,43.083,23.924,266.0465,11.1205,1.8008,0.0003,0.0,0.0,0.0
chair_244_08.obj,1,0,0.3757,0.6241,0.0001,0.7874,0.2121,0.0006,0.2126,0.0006,1331.8077,703.645,23.5,585.379,29.9423,24.9097,0.3964,0.0,0.0,0.0
chair_244_09.obj,0,0,0.9997,0.0003,0.0,0.9989,0.0005,0.0005,0.0011,0.0005,1853.1226,669.676,22.0,22.0,30.4398,1.0,0.6564,0.0,0.0,0.0
chair_244_10.obj,0,0,0.9998,0.0002,0.0,0.9978,0.0011,0.0011,0.0022,0.0011,920.0168,21.6658,22.0,471.851,21.7786,1.0154,0.0,0.0,0.0,0.0
chair_267_01.obj,1,1,0.0079,0.9907,0.0014,0.501,0.4472,0.0518,0.499,0.0518,9.6809,502.5849,416.157,228.4655,2.1998,1.8215,0.0014,0.0,0.0,0.0
chair_267_02.obj,1,1,0.3572,0.6352,0.0076,0.6067,0.3788,0.0146,0.3933,0.0146,41.6579,95.9452,242.9031,311.0124,3.2416,2.5317,0.1364,0.0,0.0,0.0
chair_267_03.obj,1,1,0.3688,0.6239,0.0073,0.6051,0.3803,0.0146,0.3949,0.0146,41.3765,95.9504,242.9031,311.5294,3.2468,2.5315,0.1598,0.0,0.0,0.0
chair_267_04.obj,1,1,0.0345,0.9651,0.0004,0.5001,0.4923,0.0077,0.4999,0.0077,65.155,494.978,52.831,464.52,9.3691,8.7926,0.0062,0.0,0.0,0.0
chair_267_05.obj,0,0,1.0,0.0,0.0,0.9958,0.0021,0.0021,0.0042,0.0021,471.4725,79.928,422.4186,72.774,5.8045,1.0983,0.4997,0.0,0.0,0.0
chair_267_06.obj,0,0,1.0,0.0,0.0,0.9958,0.0021,0.0021,0.0042,0.0021,471.4747,79.928,422.4186,72.774,5.8045,1.0983,0.4987,0.0,0.0,0.0
chair_267_07.obj,0,0,1.0,0.0,0.0,0.9958,0.0021,0.0021,0.0042,0.0021,471.4755,79.927,412.0869,140.613,5.1558,1.7593,0.4997,0.0,0.0,0.0
chair_267_08.obj,0,0,1.0,0.0,0.0,0.9958,0.0021,0.0021,0.0042,0.0021,471.4728,79.928,412.0869,140.613,5.1557,1.7592,0.4987,0.0,0.0,0.0
chair_267_09.obj,1,1,0.0001,0.9783,0.0216,0.4186,0.3777,0.2038,0.5814,0.2038,2.054,572.768,416.157,497.496,1.3763,1.1955,0.1726,0.0,0.0,0.0
chair_002_01.obj,1,1,0.0973,0.8606,0.0421,0.6487,0.3461,0.0052,0.3513,0.0052,124.4835,0.4002,0.1944,0.0561,7.1352,3.4667,0.001,0.0,0.0,0.0
chair_002_02.obj,0,0,0.9884,0.0116,0.0,0.9965,0.002,0.0015,0.0035,0.0015,686.7012,0.0919,0.7195,0.0711,10.1137,1.2914,0.8585,0.0,0.0,0.0
chair_002_03.obj,0,0,0.9866,0.0134,0.0001,0.9965,0.002,0.0015,0.0035,0.0015,686.6998,0.094,0.7195,0.0708,10.1562,1.3273,0.2967,0.0,0.0,0.0
chair_002_04.obj,0,0,0.9885,0.0114,0.0001,0.9916,0.0046,0.0037,0.0084,0.0037,267.2167,0.069,0.4563,0.0597,7.6439,1.1556,0.2197,0.0,0.0,0.0
chair_002_05.obj,0,0,0.9787,0.0212,0.0001,0.9916,0.0046,0.0037,0.0084,0.0037,267.2172,0.0704,0.4563,0.0596,7.6591,1.1815,0.5593,0.0,0.0,0.0
chair_002_06.obj,1,1,0.0893,0.8696,0.0411,0.687,0.3122,0.0008,0.313,0.0008,898.2507,0.4446,0.0393,0.415,11.3057,10.5539,0.0001,0.0,0.0,0.0
chair_002_07.obj,1,0,0.3426,0.6444,0.0131,0.9378,0.0535,0.0087,0.0622,0.0087,107.4437,0.3158,0.0566,0.0272,11.625,2.0842,0.0775,0.0,0.0,0.0
chair_002_08.obj,1,0,0.3425,0.6444,0.0131,0.9378,0.0535,0.0087,0.0622,0.0087,107.4435,0.3156,0.0566,0.0247,12.7557,2.2879,0.0776,0.0,0.0,0.0
chair_002_09.obj,0,0,0.9613,0.0381,0.0006,0.9776,0.0193,0.003,0.0224,0.003,321.2445,0.0238,0.0631,0.3513,14.746,2.6467,0.0049,0.0,0.0,0.0
chair_002_10.obj,0,0,0.9613,0.0381,0.0006,0.9776,0.0193,0.003,0.0224,0.003,321.2368,0.0242,0.0632,0.3513,14.5434,2.6147,0.0034,0.0,0.0,0.0
table_001_01.obj,1,1,0.0943,0.894,0.0116,0.5181,0.4816,0.0003,0.4819,0.0003,2031.4176,0.8558,0.0148,0.8558,57.9311,57.9311,0.0009,0.0,0.0,0.0
table_001_02.obj,1,1,0.0911,0.8989,0.01,0.4999,0.4999,0.0002,0.5001,0.0002,2489.2761,0.8025,0.0114,0.8025,70.5578,70.5578,0.0004,0.0,0.0,0.0
table_001_03.obj,0,0,0.9795,0.0204,0.0001,0.9903,0.0049,0.0047,0.0097,0.0047,209.8133,0.0241,0.5004,0.0241,20.739,1.0,0.4935,0.0,0.0,0.0
table_001_04.obj,0,0,0.9795,0.0204,0.0001,0.9903,0.0049,0.0047,0.0097,0.0047,209.8156,0.0242,0.5004,0.0242,20.6437,1.0,0.4819,0.0,0.0,0.0
table_001_05.obj,0,0,0.9795,0.0204,0.0001,0.9903,0.0049,0.0047,0.0097,0.0047,209.8135,0.0243,0.5004,0.0243,20.6128,1.0,0.4935,0.0,0.0,0.0
table_001_06.obj,0,0,0.9795,0.0204,0.0001,0.9903,0.0049,0.0047,0.0097,0.0047,209.8115,0.0242,0.5004,0.0242,20.6438,1.0,0.4819,0.0,0.0,0.0
table_002_01.obj,1,1,0.094,0.8942,0.0117,0.5172,0.4822,0.0006,0.4828,0.0006,886.4649,0.8761,0.0208,0.8862,42.5178,42.0301,0.0004,0.0,0.0,0.0
table_002_02.obj,1,1,0.091,0.8988,0.0103,0.5009,0.4985,0.0006,0.4991,0.0006,893.8165,0.5835,0.0139,0.5903,42.4728,41.9855,0.0001,0.0,0.0,0.0
table_002_03.obj,0,0,0.8975,0.1015,0.001,0.9707,0.0242,0.0052,0.0293,0.0052,188.4396,0.0876,0.4424,0.0354,12.4797,2.4714,0.2526,0.0,0.0,0.0
table_002_04.obj,0,0,0.9633,0.0367,0.0,0.9777,0.0184,0.0039,0.0223,0.0039,249.102,0.035,0.4424,0.0886,12.6251,2.5291,0.9474,0.0,0.0,0.0
table_002_05.obj,0,0,0.9308,0.0687,0.0005,0.978,0.0179,0.004,0.022,0.004,243.3831,0.0876,0.4424,0.0354,12.4797,2.4713,0.3188,0.0,0.0,0.0
table_002_06.obj,0,0,0.9406,0.0594,0.0001,0.9702,0.0247,0.005,0.0298,0.005,192.8676,0.035,0.4424,0.0886,12.6251,2.5292,0.9477,0.0,0.0,0.0
table_002_07.obj,1,0,0.1041,0.8839,0.012,0.5023,0.4908,0.0069,0.4977,0.0069,72.9345,0.5835,0.0371,0.5903,15.9274,15.7447,0.2327,0.0,0.0,0.0
table_003_01.obj,1,1,0.037,0.9266,0.0365,0.8393,0.1603,0.0004,0.1607,0.0004,2265.7261,0.948,0.0143,0.4469,66.2,31.2086,0.0064,0.0,0.0,0.0
table_003_02.obj,1,1,0.0346,0.9333,0.0321,0.8527,0.147,0.0003,0.1473,0.0003,3041.7283,0.7397,0.0095,0.3112,77.4772,32.5967,0.0022,0.0,0.0,0.0
table_003_03.obj,0,0,0.977,0.0228,0.0002,0.9899,0.0083,0.0018,0.0101,0.0018,545.5236,0.0406,0.3039,0.0163,18.7018,2.4999,0.2505,0.0,0.0,0.0
table_003_04.obj,0,0,0.9837,0.0163,0.0,0.9899,0.0083,0.0018,0.0101,0.0018,545.5236,0.0163,0.3039,0.0406,18.7018,2.4999,0.9651,0.0,0.0,0.0
table_003_05.obj,0,0,0.971,0.0288,0.0002,0.9899,0.0083,0.0018,0.0101,0.0018,545.6164,0.0406,0.3039,0.0163,18.7037,2.5002,0.3212,0.0,0.0,0.0
table_003_06.obj,0,0,0.9836,0.0164,0.0,0.9899,0.0083,0.0018,0.0101,0.0018,545.517,0.0163,0.3039,0.0406,18.7018,2.4999,0.9633,0.0,0.0,0.0
table_003_07.obj,1,0,0.0354,0.9486,0.0159,0.8466,0.1503,0.0031,0.1534,0.0031,275.6726,0.7397,0.0257,0.3112,28.7483,12.0952,0.3032,0.0,0.0,0.0
table_004_01.obj,1,1,0.0913,0.8987,0.0099,0.5002,0.4998,0.0001,0.4998,0.0001,5617.96,0.8193,0.0077,0.8193,106.0,106.0,0.0003,0.0,0.0,0.0
table_004_02.obj,1,0,0.0956,0.891,0.0133,0.5309,0.4682,0.0009,0.4691,0.0009,582.8809,0.587,0.0232,0.5874,25.3333,25.3163,0.0,0.0,0.0,0.0
table_004_03.obj,0,0,0.9813,0.0186,0.0001,0.9969,0.0015,0.0015,0.0031,0.0015,652.9053,0.1356,0.5544,0.0309,17.9328,4.3867,0.4987,0.0,0.0,0.0
table_004_04.obj,0,0,0.9953,0.0046,0.0001,0.9969,0.0015,0.0015,0.0031,0.0015,652.9053,0.0309,0.5544,0.1356,17.9328,4.3867,0.0,0.0,0.0,0.0
table_004_05.obj,0,0,0.9813,0.0186,0.0001,0.9969,0.0015,0.0015,0.0031,0.0015,652.9053,0.1356,0.5544,0.0309,17.9328,4.3867,0.4989,0.0,0.0,0.0
table_004_06.obj,0,0,0.9953,0.0046,0.0001,0.9969,0.0015,0.0015,0.0031,0.0015,652.9053,0.0309,0.5544,0.1356,17.9328,4.3867,0.0,0.0,0.0,0.0
table_005_01.obj,1,1,0.0909,0.899,0.0101,0.4998,0.4998,0.0004,0.5002,0.0004,1249.994,0.5924,0.0118,0.5924,49.9998,49.9998,0.0004,0.0,0.0,0.0
table_005_02.obj,1,1,0.0893,0.8996,0.011,0.4988,0.4988,0.0024,0.5012,0.0024,208.3338,0.237,0.0118,0.237,20.0,20.0,0.0009,0.0,0.0,0.0
table_005_03.obj,0,0,0.9765,0.0233,0.0002,0.9886,0.0113,0.0001,0.0114,0.0001,10091.542,0.1618,0.7938,0.0972,8.1643,1.6646,0.1291,0.0,0.0,0.0
table_005_04.obj,0,0,0.9822,0.0176,0.0002,0.9886,0.0113,0.0001,0.0114,0.0001,10091.54,0.0063,0.7938,0.1836,126.9757,29.3767,0.007,0.0,0.0,0.0
table_005_05.obj,0,0,0.9766,0.0233,0.0002,0.9886,0.0113,0.0001,0.0114,0.0001,10091.542,0.1622,0.7938,0.0967,8.2113,1.6774,0.1285,0.0,0.0,0.0
table_006_01.obj,1,1,0.0463,0.9427,0.011,0.7661,0.2339,0.0,0.2339,0.0,64666.5547,0.6799,0.0079,0.3824,85.5983,48.149,0.39,0.0,0.0,0.0
